OBJECTID,MapUnitPK,ReferenceIDcode,MapUnitLabel,MapUnitName,ArcJoinKey,DataSources_ID,Description
2246,10634,MinoSA1990b,Qc,Colluvium,MinoSA1990bQc,180,
2247,10635,MinoSA1990b,Qoal,Older alluvium,MinoSA1990bQoal,180,
2248,10636,MinoSA1990b,QTg,Gravel deposits,MinoSA1990bQTg,180,
2249,10637,MinoSA1990b,Taf,Andesitic flows,MinoSA1990bTaf,180,
2250,10638,MinoSA1990b,Tc,Conglomerate,MinoSA1990bTc,180,
2251,10639,MinoSA1990b,Tif,Intermediate flows,MinoSA1990bTif,180,
2252,10640,MinoSA1990b,Tlpi,Lower porphyritic intermediate flows,MinoSA1990bTlpi,180,
2253,10641,MinoSA1990b,Ts,Steens Basalt,MinoSA1990bTs,180,
2254,10642,MinoSA1990b,Ttl,Tuff of Long Ridge,MinoSA1990bTtl,180,
2255,10643,MinoSA1990b,Tto,Tuff of Oregon Canyon,MinoSA1990bTto,180,
2256,10644,MinoSA1990b,Ttt,Tuff of Trout Creek Mountains,MinoSA1990bTtt,180,
2257,10645,MinoSA1990b,Tupi,Upper porphyritic intermediate flows,MinoSA1990bTupi,180,
2258,10646,MullED1983,Ahd,Hornblende diorite,MullED1983Ahd,181,
2259,10647,MullED1983,Alb,Albite granite,MullED1983Alb,181,
2260,10648,MullED1983,Du,Dunite,MullED1983Du,181,
2261,10649,MullED1983,Ga,Altered gabbro,MullED1983Ga,181,
2262,10650,MullED1983,Gbsr,Gabbro of Bear Skull Rims,MullED1983Gbsr,181,
2263,10651,MullED1983,Ggg,Gabbro of Gwynn Gulch,MullED1983Ggg,181,
2264,10652,MullED1983,Gpcm,Gabbro of Pine Creek Mountain,MullED1983Gpcm,181,
2265,10653,MullED1983,Gr,Recrystallized gabbro,MullED1983Gr,181,
2266,10654,MullED1983,Gtc,Gabbro of Table Camp,MullED1983Gtc,181,
2267,10655,MullED1983,Gtz,Gabbro of the transition zone,MullED1983Gtz,181,
2268,10656,MullED1983,Hz,Harzburgite,MullED1983Hz,181,
2269,10657,MullED1983,Hza,"Harzburgite, w/ plagioclase and plag-cpx veins",MullED1983Hza,181,
2270,10658,MullED1983,Hzb,"Harzburgite, w/ plagioclase and gabbro veins",MullED1983Hzb,181,
2271,10659,MullED1983,Hzc,"Harzburgite, w/ gabbro dikes",MullED1983Hzc,181,
2272,10660,MullED1983,Hzd,"Harzburgite, w/ gabbro dikes",MullED1983Hzd,181,
2273,10661,MullED1983,Ker,Keratophyre and sill complex,MullED1983Ker,181,
2274,10662,MullED1983,Px,Pyroxenite,MullED1983Px,181,
2275,10663,MullED1983,Q,Quaternary material,MullED1983Q,181,
2276,10664,MullED1983,Sp,Sheared serpentinite,MullED1983Sp,181,
2277,10665,MullED1983,Tv,Tertiary volcanics undifferent.,MullED1983Tv,181,
2278,10666,MullED1983,Wb,Olivine websterite,MullED1983Wb,181,
2279,10667,MullED1983,Wh,Wehrlite,MullED1983Wh,181,
2280,10668,NappJE1958,Qal,Alluvium,NappJE1958Qal,189,
2281,10669,NappJE1958,Qlsc,Landslide-Columbia River,NappJE1958Qlsc,189,
2282,10670,NappJE1958,Qlsj,Landslide-John Day,NappJE1958Qlsj,189,
2283,10671,NappJE1958,Tc,Clarno Formation,NappJE1958Tc,189,
2284,10672,NappJE1958,Tcr,Columbia River Basalt,NappJE1958Tcr,189,
2285,10673,NappJE1958,Tcr1,Columbia River Basalt,NappJE1958Tcr1,189,
2286,10674,NappJE1958,Tjd,John Day Formation,NappJE1958Tjd,189,
2287,10675,NappJE1958,Tjd(lower?),John Day Formation,NappJE1958Tjd(lower?),189,
2288,10676,NappJE1958,Tr,Rattlesnake Formation,NappJE1958Tr,189,
2289,10677,NoblJB1979,Ca,Andesite flow-includes two flows locally interfingered with a white tuffaceous shale,NoblJB1979Ca,194,
2290,10678,NoblJB1979,Caf,Intersertal orthopyroxene andesite flow,NoblJB1979Caf,194,
2291,10679,NoblJB1979,Cbs,Lowest exposed unit-quartz sandstones and mudflow breccias with andesite fragments,NoblJB1979Cbs,194,
2292,10680,NoblJB1979,Cd,Poikilitic olivine diabase,NoblJB1979Cd,194,
2293,10681,NoblJB1979,Cfa,Nonporphyritic felsic glassy andesite,NoblJB1979Cfa,194,
2294,10682,NoblJB1979,Cfp,Local patches of basalt and andesite flows,NoblJB1979Cfp,194,
2295,10683,NoblJB1979,Cha,Nonporphyritic felsic hypersthene andesite,NoblJB1979Cha,194,
2296,10684,NoblJB1979,Chba,Horizontal columnar jointed basaltic andesite,NoblJB1979Chba,194,
2297,10685,NoblJB1979,Chd,"Hornblende andesite dome, local mudflow",NoblJB1979Chd,194,
2298,10686,NoblJB1979,Chmf,"Hornblende andesite dome, local mudflow",NoblJB1979Chmf,194,
2299,10687,NoblJB1979,Ci,"Volcanic intrusions, mostly olivine or pyroxene or hornblende andesite",NoblJB1979Ci,194,
2300,10688,NoblJB1979,Clf,"Lower sedimentary unit-tuffaceous clays, sandstone, breccias, white fissile tuffaceous shale",NoblJB1979Clf,194,
2301,10689,NoblJB1979,Clmf,Local thin mudflow,NoblJB1979Clmf,194,
2302,10690,NoblJB1979,Clp1,"Porphyritic platy altered augite-hypersthene andesite flow, locally domed",NoblJB1979Clp1,194,
2303,10691,NoblJB1979,Clp2,Porphyritic andesite equivalent to Clp,NoblJB1979Clp2,194,
2304,10692,NoblJB1979,Clp3,"Porphyritic andesite, equivalent to Clp1",NoblJB1979Clp3,194,
2305,10693,NoblJB1979,Cls,"Lower sedimentary unit-tuffaceous clays, sandstone, breccias, white fissile tuffaceous shale",NoblJB1979Cls,194,
2306,10694,NoblJB1979,Cmf,"Extensive, bouldery mudflow-hornblende andesite fragments",NoblJB1979Cmf,194,
2307,10695,NoblJB1979,Cmp,Middle porphyritic andesite,NoblJB1979Cmp,194,
2308,10696,NoblJB1979,Cms,"Middle sedimentary unit-tuffaceous clays, sandstones, mudflows with a local red-white basal tuff",NoblJB1979Cms,194,
2309,10697,NoblJB1979,Coa,"Nonporphyritic olivine, small augite andesite",NoblJB1979Coa,194,
2310,10698,NoblJB1979,Cob,Olivine basalt flows,NoblJB1979Cob,194,
2311,10699,NoblJB1979,Cpa,Platy non porphyritic andesite,NoblJB1979Cpa,194,
2312,10700,NoblJB1979,Cpba,"Porphyritic basaltic andesite, contains sandstone fragments",NoblJB1979Cpba,194,
2313,10701,NoblJB1979,Cpt,"Purple-pink clay tuff, a local saprolite",NoblJB1979Cpt,194,
2314,10702,NoblJB1979,Cqa,"Nonporphyritic quartz-bearing andesite, local mudflow",NoblJB1979Cqa,194,
2315,10703,NoblJB1979,Csp,Local sedimentary tuff beds,NoblJB1979Csp,194,
2316,10704,NoblJB1979,Ct,Altered tuff-bright red and white claystone,NoblJB1979Ct,194,
2317,10705,NoblJB1979,Cuc,Upper-soil surface extensive thick saprolite marking an angular unconformity with Lower Clarno units,NoblJB1979Cuc,194,
2318,10706,NoblJB1979,Cup,Upper porphyritic augite-hypersthene andesite,NoblJB1979Cup,194,
2319,10707,NoblJB1979,Cus,Upper sedimentary unit-largely tuffaceous sandstones,NoblJB1979Cus,194,
2320,10708,NoblJB1979,Qal,"Alluvium-unconsolidated fluvial silt, sands and gravels",NoblJB1979Qal,194,
2321,10709,NoblJB1979,Qcg,Consolidated river gravel,NoblJB1979Qcg,194,
2322,10710,NoblJB1979,Qls,"Landslides-blocky surfaces of andesite fragments and debris, some are older than the last glaciation",NoblJB1979Qls,194,
2323,10711,OlesKF1971,Kgc,Gable Creek Formation,OlesKF1971Kgc,196,
2324,10712,OlesKF1971,Kh,Hudspeth Formation,OlesKF1971Kh,196,
2325,10713,OlesKF1971,Khb,Hudspeth Formation,OlesKF1971Khb,196,
2326,10714,OlesKF1971,Pms,Permian metasediments,OlesKF1971Pms,196,
2327,10715,OlesKF1971,Qal,Alluvial and colluvial deposits,OlesKF1971Qal,196,
2328,10716,OlesKF1971,Qf,Fan deposits,OlesKF1971Qf,196,
2329,10717,OlesKF1971,Qls,Landslide deposits,OlesKF1971Qls,196,
2330,10718,OlesKF1971,Tcf1,Basalt and andesite flows,OlesKF1971Tcf1,196,
2331,10719,OlesKF1971,Tcf2,"Basalt flows, mainly derived from Keyes Mtn.: generally intracanyon to Tcf2",OlesKF1971Tcf2,196,
2332,10720,OlesKF1971,Tcmf,Mudflows and fanglomerates derived from Keyes Mtn.; intracanyon to Tcf2,OlesKF1971Tcmf,196,
2333,10721,OlesKF1971,Tcr,Basalt flows - probably correlate with Picture Gorge Basalt,OlesKF1971Tcr,196,
2334,10722,OlesKF1971,Tct1,Varicolored lacustrine and fluvial tuffs,OlesKF1971Tct1,196,
2335,10723,OlesKF1971,Tct2,Light-colored fluvial and lacustrine tuffs; finer grained correlatives of Tcmf,OlesKF1971Tct2,196,
2336,10724,OlesKF1971,Tcva,"Vent agglomerate, Keyes Mtn. Only",OlesKF1971Tcva,196,
2337,10725,OlesKF1971,Tcvb,"Volcanic breccias, White Butte area only",OlesKF1971Tcvb,196,
2338,10726,OlesKF1971,Tia,"Andesite and basaltic andesite sills, dikes, piston, and irregular intrusions, probably Clarno age",OlesKF1971Tia,196,
2339,10727,OlesKF1971,Tib,"Basalt dikes, sills, piston, and irregular intrusions",OlesKF1971Tib,196,
2340,10728,OlesKF1971,Tid,Primarily the dacite plug of Tony Butte,OlesKF1971Tid,196,
2341,10729,OlesKF1971,Tir,"Rhyolite sills, dikes (rare), and irregular intrusions; probably of John Day age",OlesKF1971Tir,196,
2342,10730,OlesKF1971,Tjd,Varicolored lacustrine and fluvial tuffs,OlesKF1971Tjd,196,
2343,10731,OlesKF1971,Tr,Thin ignimbrite - westernmost extension of unit,OlesKF1971Tr,196,
2344,10732,OwenPC1977,1,white type,OwenPC19771,201,
2345,10733,OwenPC1977,2,pink type,OwenPC19772,201,
2346,10734,OwenPC1977,3,blue type,OwenPC19773,201,
2347,10735,OwenPC1977,A,"Andesite plugs, dikes, and sills",OwenPC1977A,201,
2348,10736,OwenPC1977,i,West Branch ignimbrite,OwenPC1977i,201,
2349,10737,OwenPC1977,Kgc,Gable Creek Formation,OwenPC1977Kgc,201,
2350,10738,OwenPC1977,Kgc3,Gable Creek Formation,OwenPC1977Kgc3,201,
2351,10739,OwenPC1977,Kh,Hudspeth Formation,OwenPC1977Kh,201,
2352,10740,OwenPC1977,Kh1,Hudspeth Formation,OwenPC1977Kh1,201,
2353,10741,OwenPC1977,Kh2,Hudspeth Formation,OwenPC1977Kh2,201,
2354,10742,OwenPC1977,L,Biotite hornfels formed from Hudspeth mudstones,OwenPC1977L,201,
2355,10743,OwenPC1977,Lt,laminated tuff,OwenPC1977Lt,201,
2356,10744,OwenPC1977,m,Lawson Mountain mudflow,OwenPC1977m,201,
2357,10745,OwenPC1977,mf,mudflows on the west side of Doolittle Flat,OwenPC1977mf,201,
2358,10746,OwenPC1977,p,purple tuff,OwenPC1977p,201,
2359,10747,OwenPC1977,Qal,Alluvium,OwenPC1977Qal,201,
2360,10748,OwenPC1977,Qf,Fan deposits,OwenPC1977Qf,201,
2361,10749,OwenPC1977,Qls,Landslides,OwenPC1977Qls,201,
2362,10750,OwenPC1977,Qt,Talus,OwenPC1977Qt,201,
2363,10751,OwenPC1977,r,"Silicic dikes, plugs, and sills",OwenPC1977r,201,
2364,10752,OwenPC1977,s,Spring Gulch sandstone,OwenPC1977s,201,
2365,10753,OwenPC1977,Tcb,Bear Creek Member,OwenPC1977Tcb,201,
2366,10754,OwenPC1977,Tcbr,Rhyolite flows of Stephenson Mountain,OwenPC1977Tcbr,201,
2367,10755,OwenPC1977,Tcbt,Tuffaceous sediments of the upper Spring Gulch area,OwenPC1977Tcbt,201,
2368,10756,OwenPC1977,Tcfr,Rhyolite flows and domes,OwenPC1977Tcfr,201,
2369,10757,OwenPC1977,Tcft,Silicified tuff beneath the Spring Gulch rhyolite flows,OwenPC1977Tcft,201,
2370,10758,OwenPC1977,Tcr,Ross Flat Member,OwenPC1977Tcr,201,
2371,10759,OwenPC1977,Tcrl,lava flows on the north side of Doolittle Flat,OwenPC1977Tcrl,201,
2372,10760,OwenPC1977,Tcs,Stephenson Mountain Member,OwenPC1977Tcs,201,
2373,10761,OwenPC1977,Tcsm,Yellow mudflow unit in the West Branch Valley,OwenPC1977Tcsm,201,
2374,10762,OwenPC1977,Tcst,Reddish-brown tuffaceous unit,OwenPC1977Tcst,201,
2375,10763,OwenPC1977,Tia,"Andesite plugs, dikes, and sills",OwenPC1977Tia,201,
2376,10764,OwenPC1977,Tiam1,white type,OwenPC1977Tiam1,201,
2377,10765,OwenPC1977,Tiam2,pink type,OwenPC1977Tiam2,201,
2378,10766,OwenPC1977,Tiam3,blue type,OwenPC1977Tiam3,201,
2379,10767,OwenPC1977,Tib,Basaltic plugs and dikes,OwenPC1977Tib,201,
2380,10768,OwenPC1977,Tis,"Silicic dikes, plugs, and sills",OwenPC1977Tis,201,
2381,10769,OwenPC1977,Tjd,John Day Formation,OwenPC1977Tjd,201,
2382,10770,PattRL1965,Qal,Alluvium,PattRL1965Qal,204,
2383,10771,PattRL1965,Qls,Landslide deposits,PattRL1965Qls,204,
2384,10772,PattRL1965,Qtg,Terrace deposits,PattRL1965Qtg,204,
2385,10773,PattRL1965,Ta,Andesite and basaltic andesite,PattRL1965Ta,204,
2386,10774,PattRL1965,Tb,Basalt and andesitic basalt,PattRL1965Tb,204,
2387,10775,PattRL1965,Tcl,"Clarno lavas, andesitic basalt flows",PattRL1965Tcl,204,
2388,10776,PattRL1965,Tcr,Columbia River Basalt,PattRL1965Tcr,204,
2389,10777,PattRL1965,Tcr1,Columbia River Basalt,PattRL1965Tcr1,204,
2390,10778,PattRL1965,Tct,Clarno tuffs interbedded with lavas,PattRL1965Tct,204,
2391,10779,PattRL1965,Tcvcg,Clarno volcanic conglomerates,PattRL1965Tcvcg,204,
2392,10780,PattRL1965,Tjd1,Ash flow tuffs,PattRL1965Tjd1,204,
2393,10781,PattRL1965,Tjd2,Waterlaid and ash fall tuffs,PattRL1965Tjd2,204,
2394,10782,PerkJM1976,arg,"Argillite, shale, cherty argillite (Elkhorn Ridge)",PerkJM1976arg,206,
2395,10783,PerkJM1976,cg,Cherty conglomerate,PerkJM1976cg,206,
2396,10784,PerkJM1976,ch,chert,PerkJM1976ch,206,
2397,10785,PerkJM1976,Kgr,Granodiorite,PerkJM1976Kgr,206,
2398,10786,PerkJM1976,ls,Limestone,PerkJM1976ls,206,
2399,10787,PerkJM1976,mg,"Metagabbro, gabbro and peridotite",PerkJM1976mg,206,
2400,10788,PerkJM1976,Qal,Alluvium,PerkJM1976Qal,206,
2401,10789,PerkJM1976,Qtg,Terrace gravels,PerkJM1976Qtg,206,
2402,10790,PerkJM1976,sp,Serpentinite,PerkJM1976sp,206,
2403,10791,PerkJM1976,Tc,Clarno Group andesitic tuff breccia and flows,PerkJM1976Tc,206,
2404,10792,PerkJM1976,Tg,Gravels,PerkJM1976Tg,206,
2405,10793,PerkJM1976,Tml,Mascall lake deposits,PerkJM1976Tml,206,
2406,10794,PerkJM1976,Tmr,Mascall rhyolite,PerkJM1976Tmr,206,
2407,10795,PerkJM1976,Tob,Olive Butte andesite,PerkJM1976Tob,206,
2408,10796,PerkJM1976,Tsc,Slide Creek basaltic andesite,PerkJM1976Tsc,206,
2409,10797,PerkJM1976,Tyb,Yakima basalt,PerkJM1976Tyb,206,
2410,10798,PerkJM1976,vg,Volcanic greenstone undifferentiated,PerkJM1976vg,206,
2411,10799,PerkJM1976,vgc,Volcanic greenstone clastic flows,PerkJM1976vgc,206,
2412,10800,PerkJM1976,vgp,Volcanic greenstone pillow lavas,PerkJM1976vgp,206,
2413,10801,PeteJA1987,QTc,"Conglomerate, sandstone, and gravels",PeteJA1987QTc,208,
2414,10802,PeteJA1987,Ta,Andesite,PeteJA1987Ta,208,
2415,10803,PeteJA1987,Tab,Basalt and andesite flows,PeteJA1987Tab,208,
2416,10804,PeteJA1987,Tpr,Porphyritic rhyolite,PeteJA1987Tpr,208,
2417,10805,PeteJA1987,Ttl,Tuff of Long Ridge,PeteJA1987Ttl,208,
2418,10806,PeteJA1987,Tto,Tuff of Oregon Canyon,PeteJA1987Tto,208,
2419,10807,PeteJA1987,Ttt,Tuff of Trout Creek Mountains,PeteJA1987Ttt,208,
2420,10808,PeteJA1988figure2,Qal,Alluvium,PeteJA1988figure2Qal,209,
2421,10809,PeteJA1988figure2,Tf,"Basaltic andesite, andesite, and rhyolite flows",PeteJA1988figure2Tf,209,
2422,10810,PeteJA1988figure2,Ttl,Tuff of Long Ridge,PeteJA1988figure2Ttl,209,
2423,10811,PeteJA1988figure2,Ttt,Tuff of Trout Creek Mountains,PeteJA1988figure2Ttt,209,
2424,10812,PeteJA1988figure2,Ttw,Tuff of Whitehorse Creek,PeteJA1988figure2Ttw,209,
2425,10813,PeteJA1988figure3,Qal,Alluvium,PeteJA1988figure3Qal,210,
2426,10814,PeteJA1988figure3,Tf,"Basaltic andesite, andesite, and rhyolite flows",PeteJA1988figure3Tf,210,
2427,10815,PeteJA1988figure3,Tfl,Basalt flows,PeteJA1988figure3Tfl,210,
2428,10816,PeteJA1988figure3,Tr,Rhyolitic plugs and dikes,PeteJA1988figure3Tr,210,
2429,10817,PeteJA1988figure3,Ttl,Tuff of Long Ridge,PeteJA1988figure3Ttl,210,
2430,10818,PeteJA1988figure3,Tto,Tuff of Oregon Canyon,PeteJA1988figure3Tto,210,
2431,10819,PeteJA1988figure3,Ttt,Tuff of Trout Creek Mountains,PeteJA1988figure3Ttt,210,
2432,10820,PeteJA1988figure5,Tf,"Basaltic andesite, andesite, and rhyolitic flows",PeteJA1988figure5Tf,211,
2433,10821,PeteJA1988figure5,Ttl,Tuff of Long Ridge,PeteJA1988figure5Ttl,211,
2434,10822,PeteJA1988figure5,Ttt,Tuff of Trout Creek Mountains,PeteJA1988figure5Ttt,211,
2435,10847,PoguKR1999,KJgdt,Granodiorite and tonalite,PoguKR1999KJgdt,214,
2436,10848,PoguKR1999,KJltc,Leucogranodiorite of Trail Creek,PoguKR1999KJltc,214,
2437,10849,PoguKR1999,KJnbb,Norite of Badger Butte,PoguKR1999KJnbb,214,
2438,10850,PoguKR1999,PMdg,Metadiorite and gabbro,PoguKR1999PMdg,214,
2439,10851,PoguKR1999,Qal,Alluvium,PoguKR1999Qal,214,
2440,10852,PoguKR1999,Qg,Glacial deposits,PoguKR1999Qg,214,
2441,10853,PoguKR1999,Qls,Landslide deposits,PoguKR1999Qls,214,
2442,10854,PoguKR1999,Tab,Aphyric basalt,PoguKR1999Tab,214,
2443,10855,PoguKR1999,Ta-ch,Andesite of Chicken Hill,PoguKR1999Ta-ch,214,
2444,10856,PoguKR1999,Tbb,Basalt of Black Butte,PoguKR1999Tbb,214,
2445,10857,PoguKR1999,Tep,Mixed epiclastics-pyroclastics,PoguKR1999Tep,214,
2446,10858,PoguKR1999,Tf,Fluvial deposits,PoguKR1999Tf,214,
2447,10859,PoguKR1999,Tgob,Glomeroporphyritic olivine basalt,PoguKR1999Tgob,214,
2448,10860,PoguKR1999,Tob,Olivine basalt,PoguKR1999Tob,214,
2449,10861,PoguKR1999,Tpob,Porphyritic olivine basalt,PoguKR1999Tpob,214,
2450,10862,PoguKR1999,TRPer,Elkhorn Ridge Argillite,PoguKR1999TRPer,214,
2451,10863,PoguKR1999,TRPs,Serpentinite,PoguKR1999TRPs,214,
2452,10864,PoguKR1999,Tta,Trachytic andesite,PoguKR1999Tta,214,
2453,10865,PrieGR1987,Qal,Alluvium,PrieGR1987Qal,219,
2454,10866,PrieGR1987,Qc,Colluvium,PrieGR1987Qc,219,
2455,10867,PrieGR1987,Qgf,Glacial-fluvial deposits,PrieGR1987Qgf,219,
2456,10868,PrieGR1987,Qj,Block-and-ash flow of Mount Jefferson,PrieGR1987Qj,219,
2457,10869,PrieGR1987,Qls,Landslide deposits,PrieGR1987Qls,219,
2458,10870,PrieGR1987,Qsb,Slide block,PrieGR1987Qsb,219,
2459,10871,PrieGR1987,Qsb/QTb,Slide block of unit QTb,PrieGR1987Qsb/QTb,219,
2460,10872,PrieGR1987,Qsb/Tbu,Slide block of unit Tbu,PrieGR1987Qsb/Tbu,219,
2461,10873,PrieGR1987,Qsb/Tmb,Slide block of unit Tmb,PrieGR1987Qsb/Tmb,219,
2462,10874,PrieGR1987,Qsb/Tmt,Slide block of unit Tmt,PrieGR1987Qsb/Tmt,219,
2463,10875,PrieGR1987,QTa,Andesite and basaltic andesite,PrieGR1987QTa,219,
2464,10876,PrieGR1987,QTa1,Andesite and basaltic andesite,PrieGR1987QTa1,219,
2465,10877,PrieGR1987,QTb,Olivine basalt and basaltic andesite of Pigeon Praire,PrieGR1987QTb,219,
2466,10878,PrieGR1987,QTbb,Lava of Bingham Ridge,PrieGR1987QTbb,219,
2467,10879,PrieGR1987,QTv,Basaltic vent complex of unit QTb,PrieGR1987QTv,219,
2468,10880,PrieGR1987,Tb,"Breitenbush Tuff, undifferentiated",PrieGR1987Tb,219,
2469,10881,PrieGR1987,Tbh,Hornblende-bearing nonwelded ash-flow tuff,PrieGR1987Tbh,219,
2470,10882,PrieGR1987,Tbl,Volcanic and volcaniclastic rocks of the lower part of the Breitenbush Tuff,PrieGR1987Tbl,219,
2471,10883,PrieGR1987,Tbla,Interbedded ash flows,PrieGR1987Tbla,219,
2472,10884,PrieGR1987,Tbp,Welded pyroxene-bearing ash-flow tuff,PrieGR1987Tbp,219,
2473,10885,PrieGR1987,Tbq,Quartz-bearing ash-flow tuff,PrieGR1987Tbq,219,
2474,10886,PrieGR1987,Tbu,Volcanic and volcaniclastic rocks of the upper part of the Breitenbush Tuff,PrieGR1987Tbu,219,
2475,10887,PrieGR1987,Tbv,Possible intracaldera landslide deposits,PrieGR1987Tbv,219,
2476,10888,PrieGR1987,Tc,Lavas of Collawash Mountain,PrieGR1987Tc,219,
2477,10889,PrieGR1987,Td,Rhyolite,PrieGR1987Td,219,
2478,10890,PrieGR1987,Tda,"Fine-grained diorite, quartz diorite, granodiorite, and highly altered basaltic andesite and dacite",PrieGR1987Tda,219,
2479,10891,PrieGR1987,Tia,"Andesite dikes, plugs, and sills",PrieGR1987Tia,219,
2480,10892,PrieGR1987,Tib,"Basalt and basaltic andesite dikes, plugs, and sills",PrieGR1987Tib,219,
2481,10893,PrieGR1987,Tid,"Dacite and rhyodacite dikes, plugs, and sills",PrieGR1987Tid,219,
2482,10894,PrieGR1987,Tis,"Tholeiitic basalt and tholeiitic andesite dikes, plugs, and sills",PrieGR1987Tis,219,
2483,10895,PrieGR1987,Tla,Lower andesite sequence,PrieGR1987Tla,219,
2484,10896,PrieGR1987,Tlb,Lower basaltic andesites,PrieGR1987Tlb,219,
2485,10897,PrieGR1987,Tls,Lavas of Sardine Mountain,PrieGR1987Tls,219,
2486,10898,PrieGR1987,Tma,Andesite and dacite lavas,PrieGR1987Tma,219,
2487,10899,PrieGR1987,Tmb,Basalt and basaltic andesite,PrieGR1987Tmb,219,
2488,10900,PrieGR1987,Tmd,Dacite and rhyodacite lava,PrieGR1987Tmd,219,
2489,10901,PrieGR1987,Tms,Volcaniclastic sedimentary rocks,PrieGR1987Tms,219,
2490,10902,PrieGR1987,Tmt,Ash-flow and air-fall tuff,PrieGR1987Tmt,219,
2491,10903,PrieGR1987,Tp,Lavas of Triangulation Peak,PrieGR1987Tp,219,
2492,10904,PrieGR1987,Ts,Lavas of Scorpion Mountain,PrieGR1987Ts,219,
2493,10905,PrieGR1987,Tss,Volcaniclastic rocks of Scorpion Mountain,PrieGR1987Tss,219,
2494,10906,PrieGR1987,Tt,Tuff of Outerson Mountain,PrieGR1987Tt,219,
2495,10907,PrieGR1987,Tub,Basalt and basaltic andesite of Mount Bruno,PrieGR1987Tub,219,
2496,10908,PrieGR1987,Tvb,Basaltic vent complex of unit Tmb,PrieGR1987Tvb,219,
2497,10909,PrieGR1987,Tvd,Dacitic and rhyodacitic vent complex of unit Tmd,PrieGR1987Tvd,219,
2498,10910,PrieGR1987,Tvp,Basaltic vent complex of unit Tp,PrieGR1987Tvp,219,
2499,10911,ProsHJ1962,agr,Albite granite,ProsHJ1962agr,221,
2500,10912,ProsHJ1962,dike,Dike,ProsHJ1962dike,221,
2501,10913,ProsHJ1962,gb,Gabbro,ProsHJ1962gb,221,
2502,10914,ProsHJ1962,hqd,Hornblende quartz diorite,ProsHJ1962hqd,221,
2503,10915,ProsHJ1962,Jg,Gabbro dikes and sills,ProsHJ1962Jg,221,
2504,10916,ProsHJ1962,Kqd,Quartz diorite,ProsHJ1962Kqd,221,
2505,10917,ProsHJ1962,Pe,Elkhorn Ridge Argillite,ProsHJ1962Pe,221,
2506,10918,ProsHJ1962,px,Pyroxenite and peridotite,ProsHJ1962px,221,
2507,10919,ProsHJ1962,Qal,Recent alluvium,ProsHJ1962Qal,221,
2508,10920,ProsHJ1962,Qtg,Terrace and bench gravels,ProsHJ1962Qtg,221,
2509,10921,ProsHJ1962,sp,Serpentine,ProsHJ1962sp,221,
2510,10922,ProsHJ1962,Ta,Andesite,ProsHJ1962Ta,221,
2511,10923,ProsHJ1962,Tb,Olivine basalt,ProsHJ1962Tb,221,
2512,10924,ProsHJ1962,Tb1,Olivine basalt,ProsHJ1962Tb1,221,
2513,10925,ProsHJ1962,Tl,Lake and stream sediments,ProsHJ1962Tl,221,
2514,10926,ProsHJ1962,TRcc,Clover Creek Greenstone,ProsHJ1962TRcc,221,
2515,10927,ProsHJ1962,TRd,Greenstone dikes,ProsHJ1962TRd,221,
2516,10928,ProsHJ1962,TRgc,Gold Creek Greenstone,ProsHJ1962TRgc,221,
2517,10929,ProsHJ1962,TRh,Hurwal Formation,ProsHJ1962TRh,221,
2518,10930,ProsHJ1962,TRls,Lower sedimentary series,ProsHJ1962TRls,221,
2519,10931,ProsHJ1962,TRmb,Martin Bridge Formation,ProsHJ1962TRmb,221,
2520,10932,ProsHJ1962,Tt,Welded tuff,ProsHJ1962Tt,221,
2521,10933,ProsHJ1967,dike,Dike complex,ProsHJ1967dike,222,
2522,10934,ProsHJ1967,gb,Gabbro and meta-gabbro,ProsHJ1967gb,222,
2523,10935,ProsHJ1967,gb1,Gabbro and meta-gabbro,ProsHJ1967gb1,222,
2524,10936,ProsHJ1967,gb2,Gabbro and meta-gabbro,ProsHJ1967gb2,222,
2525,10937,ProsHJ1967,kgd,Quartz diorite and granodiorite,ProsHJ1967kgd,222,
2526,10938,ProsHJ1967,kgd1,Quartz diorite and granodiorite,ProsHJ1967kgd1,222,
2527,10939,ProsHJ1967,ls,Limestone,ProsHJ1967ls,222,
2528,10940,ProsHJ1967,ls1,Limestone,ProsHJ1967ls1,222,
2529,10941,ProsHJ1967,pattern,Black slate,ProsHJ1967pattern,222,
2530,10942,ProsHJ1967,Pe,Elkhorn Ridge Argillite,ProsHJ1967Pe,222,
2531,10943,ProsHJ1967,Pg,Greenschist,ProsHJ1967Pg,222,
2532,10944,ProsHJ1967,Pg1,Greenschist,ProsHJ1967Pg1,222,
2533,10945,ProsHJ1967,px,Peridotite,ProsHJ1967px,222,
2534,10946,ProsHJ1967,Qal,Alluvium and colluvium,ProsHJ1967Qal,222,
2535,10947,ProsHJ1967,Qt,Travertine,ProsHJ1967Qt,222,
2536,10948,ProsHJ1967,Qtg,Terrace deposits,ProsHJ1967Qtg,222,
2537,10949,ProsHJ1967,sp,Serpentine,ProsHJ1967sp,222,
2538,10950,ProsHJ1967,Tcr,Columbia River Basalt,ProsHJ1967Tcr,222,
2539,10951,ProsHJ1967,Tl,Lake and stream deposits,ProsHJ1967Tl,222,
2540,10952,ProsHJ1967,Tp,Platy basalt,ProsHJ1967Tp,222,
